uniprot_domain_id	uniprot_id	pfam_name	alignment_def	hmm_accession	hmm_name	hmm_type	hmm_clan_accession	hmm_clan_name
17342	P14770	LRRNT	19:50	PF01462.13	LRRNT	Family	\N	\N
17343	P14770	LRR_8	54:85	PF13855.1	LRR_8	Repeat	CL0022	LRR
17344	A6NLF2	Med26	29:77	PF08711.6	Med26	Domain	\N	\N
17345	A6NLF2	Elongin_A	352:453	PF06881.6	Elongin_A	Family	\N	\N
17346	Q15185	CS	6:79	PF04969.11	CS	Domain	CL0190	HSP20
17347	Q6UVM3	Ion_trans_2	208:276	PF07885.11	Ion_trans_2	Domain	CL0030	Ion_channel
17348	Q6UVM3	BK_channel_a	423:527	PF03493.13	BK_channel_a	Family	\N	\N
17349	P36915	MMR_HSR1	363:418	PF01926.18	MMR_HSR1	Family	CL0023	P-loop_NTPase
17350	Q9H7P6	DUF2464	48:299	PF10240.4	DUF2464	Family	\N	\N
17351	Q5THK1	Tantalus	2024:2084	PF15386.1	Tantalus	Family	\N	\N
17352	Q9GZV3	SSF	43:442	PF00474.12	SSF	Family	CL0062	APC
17353	Q9Y3N9	7tm_4	140:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
17354	Q53FP2	DoxX_2	12:125	PF13564.1	DoxX_2	Family	CL0131	DoxD-like
17355	Q6PCB7	AMP-binding	82:515	PF00501.23	AMP-binding	Family	CL0378	ANL
17356	Q6PCB7	AMP-binding_C	523:598	PF13193.1	AMP-binding_C	Domain	CL0531	AMP-binding_C
17357	P16066	ANF_receptor	54:415	PF01094.23	ANF_receptor	Family	CL0144	Periplas_BP
17358	P16066	Pkinase_Tyr	559:799	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
17359	P16066	Guanylate_cyc	867:1052	PF00211.15	Guanylate_cyc	Domain	CL0276	\Nucleot_cyclase
17360	Q8WXH6	Ras	16:174	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
17361	Q8WXH6	SOCS_box	189:223	PF07525.11	SOCS_box	Domain	\N	\N
17362	Q969W1	zf-DHHC	153:302	PF01529.15	zf-DHHC	Family	CL0167	Zn_Beta_Ribbon
17363	A6NJ88	INT_SG_DDX_CT_C	529:592	PF15300.1	INT_SG_DDX_CT_C	Family	\N	\N
17364	Q8TCT9	Peptidase_A22B	65:345	PF04258.8	Peptidase_A22B	Family	CL0130	Peptidase_AD
17365	P04053	BRCT	31:111	PF00533.21	BRCT	Family	CL0459	BRCT-like
17366	P04053	HHH_8	165:230	PF14716.1	HHH_8	Domain	CL0198	HHH
17367	P04053	DNA_pol_lambd_f	250:299	PF10391.4	DNA_pol_lambd_f	Domain	CL0198	HHH
17368	P04053	DNA_pol_B_palm	305:374	PF14792.1	DNA_pol_B_palm	Domain	CL0260	\NTP_transf
17369	P04053	DNA_pol_B_thumb	445:508	PF14791.1	DNA_pol_B_thumb	Family	\N	\N
17370	O14862	PYRIN	6:83	PF02758.11	PYRIN	Domain	CL0041	Death
17371	O14862	HIN	150:317	PF02760.10	HIN	Family	\N	\N
17372	Q15573	TAF1_subA	12:286	PF14929.1	TAF1_subA	Family	\N	\N
17373	Q15573	TAF1_subA	321:442	PF14929.1	TAF1_subA	Family	\N	\N
17374	Q7Z5Q5	DNA_pol_A	446:853	PF00476.15	DNA_pol_A	Family	\N	\N
17375	Q05DH4	RAI16-like	88:411	PF10257.4	RAI16-like	Family	\N	\N
17376	Q49AM1	mTERF	56:338	PF02536.9	mTERF	Family	\N	\N
17377	Q2M389	WASH-7_N	32:603	PF14745.1	WASH-7_N	Family	\N	\N
17378	Q2M389	WASH-7_mid	605:954	PF14744.1	WASH-7_mid	Family	\N	\N
17379	Q2M389	WASH-7_C	966:1135	PF14746.1	WASH-7_C	Family	\N	\N
17380	Q9NPB8	CBM_20	5:70	PF00686.14	CBM_20	Family	CL0369	GHD
17381	Q9NPB8	GDPD	323:611	PF03009.12	GDPD	Family	CL0384	PLC
17382	P30876	RNA_pol_Rpb2_1+RNA_pol_Rpb2_3	38:451,468:533	PF04563.10,PF04565.11	RNA_pol_Rpb2_1,RNA_pol_Rpb2_3	Family,Domain	\N	\N
17383	P30876	RNA_pol_Rpb2_4+RNA_pol_Rpb2_5	567:629,653:700	PF04566.8,PF04567.12	RNA_pol_Rpb2_4,RNA_pol_Rpb2_5	Domain,Domain	\N	\N
17384	P30876	RNA_pol_Rpb2_6	706:1080	PF00562.23	RNA_pol_Rpb2_6	Domain	CL0410	LEF-8-like
17385	P30876	RNA_pol_Rpb2_7	1082:1172	PF04560.15	RNA_pol_Rpb2_7	Domain	\N	\N
17386	O15259	SH3_1	158:203	PF00018.23	SH3_1	Domain	CL0010	SH3
17387	P78356	PIP5K	129:414	PF01504.13	PIP5K	Family	\N	\N
17388	Q6ZSS3	KRAB	11:50	PF01352.22	KRAB	Family	\N	\N
17389	Q6ZSS3	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	166:190,221:245,250:272	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17390	Q6ZSS3	zf-H2C2_2	281:301	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17391	Q6ZSS3	zf-H2C2_2	309:329	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17392	Q5T124	SEP	235:306	PF08059.8	SEP	Domain	\N	\N
17393	A8K0S8	Homeobox_KN	263:302	PF05920.6	Homeobox_KN	Family	CL0123	HTH
17394	Q5T619	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	294:317,323:345,349:374	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17395	Q5T619	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	378:402,408:430,434:458	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17396	Q5T619	zf-H2C2_2	463:486	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17397	Q5T619	zf-H2C2_2	519:543	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17398	Q9NR77	Mpv17_PMP22	129:192	PF04117.7	Mpv17_PMP22	Family	\N	\N
17399	P53673	Crystall	13:96	PF00030.14	Crystall	Domain	CL0333	gCrystallin
17400	P53673	Crystall	107:194	PF00030.14	Crystall	Domain	CL0333	gCrystallin
17401	Q96AM1	7tm_1	61:291	PF00001.16	7tm_1	Family	CL0192	GPCR_A
17402	P85298	CRAL_TRIO_2	23:196	PF13716.1	CRAL_TRIO_2	Domain	CL0512	CRAL_TRIO
17403	P85298	RhoGAP	241:387	PF00620.22	RhoGAP	Domain	CL0409	GAP
17404	Q9NQW7	Creatinase_N	12:150	PF01321.13	Creatinase_N	Domain	CL0356	AMP_N-like
17405	Q9NQW7	Peptidase_M24	328:542	PF00557.19	Peptidase_M24	Domain	\N	\N
17406	Q6NUT2	Dpy19	113:757	PF10034.4	Dpy19	Family	\N	\N
17407	Q6P5S2	DUF781	1:320	PF05612.7	DUF781	Family	\N	\N
17408	Q8IZY2	ABC2_membrane_3	550:750	PF12698.2	ABC2_membrane_3	Family	CL0181	ABC-2
17409	Q8IZY2	ABC_tran	824:968	PF00005.22	ABC_tran	Domain	CL0023	P-loop_NTPase
17410	Q8IZY2	ABC2_membrane_3	1465:1750	PF12698.2	ABC2_membrane_3	Family	CL0181	ABC-2
17411	Q8IZY2	ABC_tran	1812:1953	PF00005.22	ABC_tran	Domain	CL0023	P-loop_NTPase
17412	Q6IE81	EPL1	39:180	PF10513.4	EPL1	Family	\N	\N
17413	Q6IE81	PHD_2	218:251	PF13831.1	PHD_2	Family	CL0390	zf-FYVE-PHD
17414	Q6IE81	zf-HC5HC2H_2	257:368	PF13832.1	zf-HC5HC2H_2	Domain	CL0390	zf-FYVE-PHD
17415	Q99828	EF-hand_7	110:175	PF13499.1	EF-hand_7	Domain	CL0220	EF_hand
17416	Q96LU5	Peptidase_S24	37:98	PF00717.18	Peptidase_S24	Domain	CL0299	Peptidase_SF
17417	Q9NRD0	F-box-like	74:112	PF12937.2	F-box-like	Domain	CL0271	F-box
17418	Q9NRD0	Sec7	138:311	PF01369.15	Sec7	Domain	\N	\N
17419	Q92989	MobB	115:230	PF03205.9	MobB	Family	CL0023	P-loop_NTPase
17420	Q92989	Clp1	232:423	PF06807.9	Clp1	Family	\N	\N
17421	Q86XD8	ubiquitin	34:100	PF00240.18	ubiquitin	Domain	CL0072	Ubiquitin
17422	Q86XD8	zf-AN1	667:707	PF01428.11	zf-AN1	Family	\N	\N
17423	Q14289	FERM_M	145:253	PF00373.13	FERM_M	Domain	\N	\N
17424	Q14289	Pkinase_Tyr	426:678	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
17425	Q14289	Focal_AT	870:1007	PF03623.8	Focal_AT	Domain	\N	\N
17426	P05423	RNA_pol_Rpc4	263:389	PF05132.9	RNA_pol_Rpc4	Family	\N	\N
17427	Q92835	SH2	5:86	PF00017.19	SH2	Domain	CL0541	SH2-like
17428	Q92835	Exo_endo_phos	409:701	PF03372.18	Exo_endo_phos	Domain	CL0530	DNase_I-like
17429	Q96TA2	AAA	375:505	PF00004.24	AAA	Family	CL0023	P-loop_NTPase
17430	Q96TA2	Peptidase_M41	566:763	PF01434.13	Peptidase_M41	Family	CL0126	Peptidase_MA
17431	Q8IUC8	Glycos_transf_2+Glyco_transf_7C	118:301,287:345	PF00535.21,PF02709.9	Glycos_transf_2,Glyco_transf_7C	Family,Family	CL0110,CL0110	GT-A,GT-A
17432	Q8IUC8	Ricin_B_lectin	431:547	PF00652.17	Ricin_B_lectin	Domain	CL0066	Trefoil
17433	Q8TBJ4	PAP2	131:275	PF01569.16	PAP2	Family	CL0525	pap2
17434	Q14155	CH	18:87	PF00307.26	CH	Domain	CL0188	CH
17435	Q14155	SH3_2	189:241	PF07653.12	SH3_2	Domain	CL0010	SH3
17436	Q14155	RhoGEF	275:450	PF00621.15	RhoGEF	Domain	\N	\N
17437	Q14155	PH	487:578	PF00169.24	PH	Domain	CL0266	PH
17438	Q86WK7	LRR_8	86:145	PF13855.1	LRR_8	Repeat	CL0022	LRR
17439	P17535	Jun	1:257	PF03957.8	Jun	Family	\N	\N
17440	P17535	bZIP_1	266:328	PF00170.16	bZIP_1	Family	CL0018	bZIP
17441	A6NJ64	\NPIP	22:301	PF06409.6	\NPIP	Family	\N	\N
17442	Q96AP0	TPP1	97:206	PF10341.4	TPP1	Family	\N	\N
17443	Q5RGS3	FAM74	1:127	PF15026.1	FAM74	Family	\N	\N
17444	Q9NS18	Glutaredoxin	69:131	PF00462.19	Glutaredoxin	Domain	CL0172	Thioredoxin
17445	Q8NHU0	INT_SG_DDX_CT_C	120:183	PF15300.1	INT_SG_DDX_CT_C	Family	\N	\N
17446	Q12933	zf-C3HC4	34:72	PF00097.20	zf-C3HC4	Domain	CL0229	RING
17447	Q12933	zf-TRAF	178:235	PF02176.13	zf-TRAF	Family	CL0389	TRAF
17448	Q12933	MATH	375:497	PF00917.21	MATH	Domain	CL0389	TRAF
17449	Q9BX40	LSM14	4:99	PF12701.2	LSM14	Domain	CL0527	Sm-like
17450	Q9BX40	FDF	247:349	PF09532.5	FDF	Domain	\N	\N
17451	P78318	TAP42	12:329	PF04177.7	TAP42	Family	\N	\N
17452	Q9H2J4	Phosducin	32:180	PF02114.11	Phosducin	Domain	CL0172	Thioredoxin
17453	P21333	CH	47:148	PF00307.26	CH	Domain	CL0188	CH
17454	P21333	CH	170:264	PF00307.26	CH	Domain	CL0188	CH
17455	P21333	Filamin	280:371,379:471,478:567,574:659,670:760,767:862,871:961,969:1057,1065:1151,1158:1244,1253:1346,1353:1439,1446:1536,1544:1633,1640:1737,1807:1856,1864:1949,2046:2130,2174:2227,2238:2321,2331:2417,2428:2513,2555:2643	PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14,PF00630.14	Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin,Filamin	Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain,Domain	CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159,CL0159	E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set,E-set
17456	Q6IB77	Gly_acyl_tr_N	2:206	PF06021.6	Gly_acyl_tr_N	Family	\N	\N
17457	Q6IB77	Gly_acyl_tr_C	207:295	PF08444.5	Gly_acyl_tr_C	Family	CL0257	Acetyltrans
17458	Q8NBP7	Inhibitor_I9	77:150	PF05922.11	Inhibitor_I9	Domain	\N	\N
17459	Q8NBP7	Peptidase_S8	182:424	PF00082.17	Peptidase_S8	Domain	\N	\N
17460	Q04323	UBA	6:39	PF00627.26	UBA	Domain	CL0214	UBA
17461	Q04323	UBX	209:292	PF00789.15	UBX	Domain	CL0072	Ubiquitin
17462	O43586	FCH	10:95	PF00611.18	FCH	Family	\N	\N
17463	O43586	SH3_9	366:414	PF14604.1	SH3_9	Domain	CL0010	SH3
17464	Q9QC07	RVT_1+RVT_thumb	76:245,249:318	PF00078.22,PF06817.9	RVT_1,RVT_thumb	Family,Domain	CL0027,None	RdRP,None
17465	Q9QC07	RNase_H	462:588	PF00075.19	RNase_H	Domain	CL0219	RNase_H
17466	Q9QC07	Integrase_Zn	592:629	PF02022.14	Integrase_Zn	Domain	\N	\N
17467	Q9QC07	rve	661:755	PF00665.21	rve	Domain	CL0219	RNase_H
17468	Q02161	Ammonium_transp	20:392	PF00909.16	Ammonium_transp	Family	\N	\N
17469	Q9H6L2	TM231	1:303	PF10149.4	TM231	Family	\N	\N
17470	P43630	Ig_2	28:117	PF13895.1	Ig_2	Domain	CL0011	Ig
17471	P43630	Ig_3	123:198	PF13927.1	Ig_3	Domain	CL0011	Ig
17472	P43630	Ig_3	223:295	PF13927.1	Ig_3	Domain	CL0011	Ig
17473	Q14781	Chromo	14:61	PF00385.19	Chromo	Domain	CL0049	Tudor
17474	Q16891	Mitofilin	44:746	PF09731.4	Mitofilin	Family	\N	\N
17475	P00747	PAN_1	25:96	PF00024.21	PAN_1	Domain	CL0168	PAN
17476	P00747	Kringle+Kringle	103:181,185:262	PF00051.13,PF00051.13	Kringle,Kringle	Domain,Domain	\N	\N
17477	P00747	Kringle+Kringle	275:352,377:454	PF00051.13,PF00051.13	Kringle,Kringle	Domain,Domain	\N	\N
17478	P00747	Kringle	481:560	PF00051.13	Kringle	Domain	\N	\N
17479	P00747	Trypsin	582:803	PF00089.21	Trypsin	Domain	CL0124	Peptidase_PA
17480	Q7LBE3	Sulfate_tra_GLY	56:138	PF13792.1	Sulfate_tra_GLY	Domain	CL0062	APC
17481	Q7LBE3	Sulfate_transp	187:465	PF00916.15	Sulfate_transp	Family	CL0062	APC
17482	Q7LBE3	STAS	522:733	PF01740.16	STAS	Domain	CL0502	STAS
17483	Q5T752	LCE	56:107	PF14672.1	LCE	Family	\N	\N
17484	Q9UBK8	Flavodoxin_1	33:169	PF00258.20	Flavodoxin_1	Domain	CL0042	Flavoprotein
17485	Q9UBK8	FAD_binding_1	296:519	PF00667.15	FAD_binding_1	Domain	CL0076	FAD_Lum_binding
17486	Q9UBK8	\NAD_binding_1	569:688	PF00175.16	\NAD_binding_1	Domain	CL0091	\NAD_Ferredoxin
17487	Q9NQI0	DEAD	312:490	PF00270.24	DEAD	Domain	CL0023	P-loop_NTPase
17488	Q9NQI0	Helicase_C	559:635	PF00271.26	Helicase_C	Family	CL0023	P-loop_NTPase
17489	Q86YT9	V-set	25:135	PF07686.12	V-set	Domain	CL0011	Ig
17490	Q86YT9	V-set	139:251	PF07686.12	V-set	Domain	CL0011	Ig
17491	Q6T311	Arf	15:163	PF00025.16	Arf	Domain	CL0023	P-loop_NTPase
17492	Q8N448	zf-C3HC4	50:86	PF00097.20	zf-C3HC4	Domain	CL0229	RING
17493	Q8N448	PDZ+PDZ	235:315,339:418	PF00595.19,PF00595.19	PDZ,PDZ	Domain,Domain	CL0466,CL0466	PDZ-like,PDZ-like
17494	Q8N448	PDZ	469:544	PF00595.19	PDZ	Domain	CL0466	PDZ-like
17495	Q8N448	PDZ	603:682	PF00595.19	PDZ	Domain	CL0466	PDZ-like
17496	Q9H0U4	Ras	10:170	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
17497	Q96MD2	DUF2003	1:445	PF09404.5	DUF2003	Family	\N	\N
17498	P42285	DEAD	143:287	PF00270.24	DEAD	Domain	CL0023	P-loop_NTPase
17499	P42285	Helicase_C	453:528	PF00271.26	Helicase_C	Family	CL0023	P-loop_NTPase
17500	P42285	rRNA_proc-arch	582:842	PF13234.1	rRNA_proc-arch	Domain	\N	\N
17501	P42285	DSHCT	866:1042	PF08148.7	DSHCT	Domain	\N	\N
17502	P55290	Cadherin_pro	26:109	PF08758.6	Cadherin_pro	Domain	CL0159	E-set
17503	P55290	Cadherin+Cadherin	146:235,252:353	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
17504	P55290	Cadherin+Cadherin	368:469,487:575	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
17505	P55290	Cadherin	589:680	PF00028.12	Cadherin	Family	CL0159	E-set
17506	P16234	I-set+I-set	223:306,327:404	PF07679.11,PF07679.11	I-set,I-set	Domain,Domain	CL0011,CL0011	Ig,Ig
17507	P16234	Pkinase_Tyr	593:948	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
17508	Q8N5C1	Ca_hom_mod	1:252	PF14798.1	Ca_hom_mod	Family	\N	\N
17509	P52655	TFIIA	12:376	PF03153.8	TFIIA	Family	\N	\N
17510	Q01433	A_deaminase	411:817	PF00962.17	A_deaminase	Domain	CL0034	Amidohydrolase
17511	Q9H160	ING	27:124	PF12998.2	ING	Domain	\N	\N
17512	Q9H160	PHD	214:259	PF00628.24	PHD	Domain	CL0390	zf-FYVE-PHD
17513	Q8IXV7	Kelch_3	31:76	PF13415.1	Kelch_3	Domain	CL0186	Beta_propeller
17514	Q8IXV7	Kelch_1	118:162	PF01344.20	Kelch_1	Repeat	CL0186	Beta_propeller
17515	Q8IXV7	Kelch_4	165:210	PF13418.1	Kelch_4	Repeat	CL0186	Beta_propeller
17516	Q8IXV7	Kelch_6	273:319	PF13964.1	Kelch_6	Repeat	CL0186	Beta_propeller
17517	Q8IVW6	ARID	215:303	PF01388.16	ARID	Domain	\N	\N
17518	Q9P126	Lectin_C	120:218	PF00059.16	Lectin_C	Domain	CL0056	C_Lectin
17519	P49771	Flt3_lig	27:159	PF02947.9	Flt3_lig	Domain	CL0053	4H_Cytokine
17520	Q9BQ70	Tcf25	247:588	PF04910.9	Tcf25	Family	CL0020	TPR
17521	Q9Y2T7	CSD	95:162	PF00313.17	CSD	Domain	CL0021	OB
17522	P62277	Ribosomal_S13_N	1:60	PF08069.7	Ribosomal_S13_N	Domain	\N	\N
17523	P62277	Ribosomal_S15	66:150	PF00312.17	Ribosomal_S15	Domain	\N	\N
17524	O15457	MutS_II	155:292	PF05188.12	MutS_II	Domain	\N	\N
17525	O15457	MutS_III	315:628	PF05192.13	MutS_III	Domain	\N	\N
17526	O15457	MutS_V	635:870	PF00488.16	MutS_V	Domain	CL0023	P-loop_NTPase
17527	Q9Y2X3	\NOP5NT	1:66	PF08156.8	\NOP5NT	Domain	\N	\N
17528	Q9Y2X3	\NOSIC	161:213	PF08060.8	\NOSIC	Domain	\N	\N
17529	Q9Y2X3	\Nop	253:400	PF01798.13	\Nop	Family	\N	\N
17530	P31275	Homeobox	215:271	PF00046.24	Homeobox	Domain	CL0123	HTH
17531	Q8N2Q7	COesterase	32:623	PF00135.23	COesterase	Domain	CL0028	AB_hydrolase
17532	Q2VIQ3	Kinesin	15:336	PF00225.18	Kinesin	Domain	CL0023	P-loop_NTPase
17533	Q96JC4	KRAB	16:56	PF01352.22	KRAB	Family	\N	\N
17534	Q96JC4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	229:251,255:279,283:307	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17535	Q96JC4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	312:335,339:363,367:391	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17536	Q96JC4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	395:419,424:447,452:475	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17537	Q96JC4	zf-H2C2_2	480:503	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17538	O95777	LSM	5:71	PF01423.17	LSM	Domain	CL0527	Sm-like
17539	P12235	Mito_carr	7:100	PF00153.22	Mito_carr	Family	\N	\N
17540	P12235	Mito_carr	112:203	PF00153.22	Mito_carr	Family	\N	\N
17541	P12235	Mito_carr	208:297	PF00153.22	Mito_carr	Family	\N	\N
17542	P27448	Pkinase	56:307	PF00069.20	Pkinase	Domain	CL0016	PKinase
17543	P27448	KA1	708:753	PF02149.14	KA1	Domain	\N	\N
17544	Q99707	S-methyl_trans	30:339	PF02574.11	S-methyl_trans	Family	\N	\N
17545	Q99707	Pterin_bind	371:582	PF00809.17	Pterin_bind	Domain	CL0036	TIM_barrel
17546	Q99707	B12-binding_2	669:749	PF02607.12	B12-binding_2	Domain	\N	\N
17547	Q99707	B12-binding	774:865	PF02310.14	B12-binding	Domain	\N	\N
17548	Q99707	Met_synt_B12	965:1247	PF02965.12	Met_synt_B12	Domain	\N	\N
17549	Q6PI26	SHQ1	233:415	PF04925.10	SHQ1	Family	\N	\N
17550	Q96GN5	zf-4CXXC_R1	344:443	PF10497.4	zf-4CXXC_R1	Domain	\N	\N
17551	Q16773	Aminotran_1_2	29:409	PF00155.16	Aminotran_1_2	Domain	CL0061	PLP_aminotran
17552	Q8TE12	LIM+LIM	35:90,94:151	PF00412.17,PF00412.17	LIM,LIM	Domain,Domain	\N	\N
17553	Q8TE12	Homeobox	196:252	PF00046.24	Homeobox	Domain	CL0123	HTH
17554	Q9Y2W7	EF-hand_8	105:155	PF13833.1	EF-hand_8	Domain	CL0220	EF_hand
17555	Q9Y2W7	EF-hand_7	166:239	PF13499.1	EF-hand_7	Domain	CL0220	EF_hand
17556	A8MUK1	UCH	80:372	PF00443.24	UCH	Family	CL0125	Peptidase_CA
17557	A8MUK1	HABP4_PAI-RBP1	377:455	PF04774.10	HABP4_PAI-RBP1	Family	\N	\N
17558	P23515	LRRNT	25:54	PF01462.13	LRRNT	Family	\N	\N
17559	P23515	LRR_4	56:95	PF12799.2	LRR_4	Family	CL0022	LRR
17560	P23515	LRR_8	168:226	PF13855.1	LRR_8	Repeat	CL0022	LRR
17561	Q8N6M3	Scs3p	45:234	PF10261.4	Scs3p	Family	\N	\N
17562	Q7Z398	KRAB	12:52	PF01352.22	KRAB	Family	\N	\N
17563	Q7Z398	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	218:241,246:270,274:298	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17564	Q7Z398	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	304:326,330:352,359:381	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17565	Q7Z398	zf-H2C2_2	388:410	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17566	Q8N726	P19Arf_N	4:54	PF07392.7	P19Arf_N	Family	\N	\N
17567	Q9HBT8	KRAB	45:80	PF01352.22	KRAB	Family	\N	\N
17568	Q9HBT8	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	258:282,313:336,340:364	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17569	Q9HBT8	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	369:393,396:420,424:449	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
17570	Q9HBT8	zf-H2C2_2	452:476	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17571	Q9HBT8	zf-H2C2_2	481:504	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
17572	Q96JQ2	CH	36:138	PF00307.26	CH	Domain	CL0188	CH
17573	Q96JQ2	CH	191:290	PF00307.26	CH	Domain	CL0188	CH
17574	P05107	Integrin_beta	32:447	PF00362.13	Integrin_beta	Family	\N	\N
17575	P05107	Integrin_B_tail	622:700	PF07965.7	Integrin_B_tail	Domain	\N	\N
17576	P05107	Integrin_b_cyt	724:768	PF08725.6	Integrin_b_cyt	Domain	\N	\N
17577	Q13470	Pkinase_Tyr	119:374	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
17578	Q8TEM1	Big_2	1082:1151	PF02368.13	Big_2	Family	CL0159	E-set
17579	P07951	Tropomyosin	48:283	PF00261.15	Tropomyosin	Family	CL0452	Tropomyosin-lke
17580	Q8NGD5	7tm_4	141:281	PF13853.1	7tm_4	Family	CL0192	GPCR_A
17581	P56199	VWA	172:353	PF00092.23	VWA	Domain	CL0128	vWA-like
17582	P56199	FG-GAP	571:606	PF01839.18	FG-GAP	Repeat	CL0186	Beta_propeller
17583	P56199	Integrin_alpha2	664:1041	PF08441.7	Integrin_alpha2	Family	CL0159	E-set
17584	P07954	Lyase_1	58:389	PF00206.15	Lyase_1	Domain	\N	\N
17585	P07954	FumaraseC_C	455:509	PF10415.4	FumaraseC_C	Domain	\N	\N
17586	P00739	Trypsin	104:341	PF00089.21	Trypsin	Domain	CL0124	Peptidase_PA
17587	Q6PI25	Cornichon	1:46	PF03311.9	Cornichon	Family	\N	\N
17588	Q6PI25	Cornichon	56:152	PF03311.9	Cornichon	Family	\N	\N
17589	O60741	Ion_trans_N	97:173	PF08412.5	Ion_trans_N	Family	\N	\N
17590	O60741	Ion_trans	177:391	PF00520.26	Ion_trans	Family	CL0030	Ion_channel
